Title,Price,Brand,Size,Link,Likes,Dataid,MarketStatus,SearchDate,Upload_date,Images,SearchCount,Page,Title_norm,Brand_norm,EmbedText,ProductId,VariantId,VariantText,DealScore,DealNotes
FIFA 16,16.45,No brand,0,https://www.vinted.it/items/8274519576-fifa-16?referrer=catalog,0,8274519576,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/05_00e21_NoAfe1Sc1Xuoa5yWtHWZMJgc/310x430/1772213784.webp?s=bc1626de1078ac2f7b0cfae51850600524fbbf3d,1,2,fifa 16,no brand,fifa 16 | no brand | 0,30,94,fifa 16,,new_variant_created
Dark Souls 3 con Steelbook,37.45,No brand,0,https://www.vinted.it/items/8274198993-dark-souls-3-con-steelbook?referrer=catalog,0,8274198993,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/06_00a06_cnYbD7mdkVM4MyaeE6W1HHP8/310x430/1772211392.webp?s=8c547df630eab01421a21ad3487c23a6e905d233,1,2,dark souls 3 con steelbook,no brand,dark souls 3 con steelbook | no brand | 0,76,111,con steelbook,,new_variant_created
FarCry 5 PS4,21.65,No brand,0,https://www.vinted.it/items/8274198000-farcry-5-ps4?referrer=catalog,1,8274198000,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/01_01edb_9N8H6YzPHa8psLun3qWHS1Sb/310x430/1772211384.webp?s=ec5659e1167507e35a324c9e388cbf419781fe4f,1,2,farcry 5 ps4,no brand,farcry 5 ps4 | no brand | 0,26,112,farcry ps4,,new_variant_created
God of war,13.3,No brand,0,https://www.vinted.it/items/8274195593-god-of-war?referrer=catalog,1,8274195593,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/05_0176f_HmnnA7Ru8SPBffXwujAPRK7i/310x430/1772211366.webp?s=572b3dd10665a2fbcbad6f92c14fa7ceb1f6fd6c,1,2,god of war,no brand,god of war | no brand | 0,32,113,god of war,,new_variant_created
Bloodborne,13.3,No brand,0,https://www.vinted.it/items/8274195603-bloodborne?referrer=catalog,0,8274195603,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/05_01ce0_jCadVcCg3S3b3BnkNRXF9YAW/310x430/1772211367.webp?s=08fa69c00d714f8f1d30805d65659a9f0fe0d88f,1,2,bloodborne,no brand,bloodborne | no brand | 0,11,114,bloodborne,,new_variant_created
Call of Duty BO4 PS4,5.95,No brand,0,https://www.vinted.it/items/8274194346-call-of-duty-bo4-ps4?referrer=catalog,1,8274194346,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/05_0208b_C89HFyr3CD4Te8VQL7tUeUzX/310x430/1772211358.webp?s=4a4942d0d4a365e3c12e25e9c607fcb64a87a01e,1,2,call of duty bo4 ps4,no brand,call of duty bo4 ps4 | no brand | 0,13,101,call of duty bo4 ps4,,
Residente Evil original colección para Play 4,18.55,No brand,0,https://www.vinted.it/items/8274191283-residente-evil-original-coleccion-para-play-4?referrer=catalog,2,8274191283,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/05_011bd_j1j1kUnwK7YW62t9xpsRdCap/310x430/1772211335.webp?s=a62dd3f7d3aa68ca33b5042a0cd0a315fc63c758,1,2,residente evil original coleccion para play 4,no brand,residente evil original coleccion para play 4 | no brand | 0,-1,-1,,,unassigned_product
Jeux foot ps4,16.45,No brand,0,https://www.vinted.it/items/8274189168-jeux-foot-ps4?referrer=catalog,0,8274189168,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/06_01acc_WMR5fBKP1Lphx9L9Fwhws8ye/310x430/1772211319.webp?s=1ca305012cc77c075166f32e17c274ca2cbab501,1,2,jeux foot ps4,no brand,jeux foot ps4 | no brand | 0,62,115,jeux foot ps4,,new_variant_created
Elden Ring ( Steelbook ),21.7,No brand,0,https://www.vinted.it/items/8274171970-elden-ring-steelbook?referrer=catalog,2,8274171970,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/05_01d9f_SKMgL9jDt3z4zBzLZzndQxjb/310x430/1772211195.webp?s=3aaebc5f12a6cfad75ceec2ec4b11f75576533b2,1,2,elden ring steelbook,no brand,elden ring steelbook | no brand | 0,-1,-1,,,unassigned_product
Call of Duty BO3 PS4,5.95,No brand,0,https://www.vinted.it/items/8274184664-call-of-duty-bo3-ps4?referrer=catalog,2,8274184664,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/01_00778_yRBuW3ci2HmvUFiQwB3jdR8H/310x430/1772211287.webp?s=59d9f9e516fdc006730707b8453415bbd54bde03,1,2,call of duty bo3 ps4,no brand,call of duty bo3 ps4 | no brand | 0,13,101,call of duty bo3 ps4,0.0,
Formula 1 2016,4.9,No brand,0,https://www.vinted.it/items/8274182271-formula-1-2016?referrer=catalog,2,8274182271,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/05_01143_eQ6nsUppXAeujwB8Ef6ErHQm/310x430/1772211271.webp?s=c03905bbfc6bb0f24ab4907343077f309717e4f4,1,2,formula 1 2016,no brand,formula 1 2016 | no brand | 0,-1,-1,,,unassigned_product
Resident Evil 5,16.35,No brand,0,https://www.vinted.it/items/8274178032-resident-evil-5?referrer=catalog,3,8274178032,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/01_022c6_gFnXLHganhSQ8PZFV8t2VkPj/310x430/1772211240.webp?s=04946a4f721a634c02d018936979f7f621777864,1,2,resident evil 5,no brand,resident evil 5 | no brand | 0,-1,-1,,,unassigned_product
Jeu vidéo PS4,16.45,No brand,0,https://www.vinted.it/items/8274176936-jeu-video-ps4?referrer=catalog,0,8274176936,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/06_0140e_3wNi4pVaRNE4WBucoHY4QvYk/310x430/1772211232.webp?s=b17d4577d77315ca8d4e21751d392f765d25488d,1,2,jeu video ps4,no brand,jeu video ps4 | no brand | 0,46,102,jeu video ps4,0.0,
Jeu ps4 GTA Trilogy,19.6,No brand,0,https://www.vinted.it/items/8274171566-jeu-ps4-gta-trilogy?referrer=catalog,0,8274171566,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/06_0068d_drPhvXwWrZegX5B6zBSjirjE/310x430/1772211192.webp?s=e61bc33436f27951577df62218ddb4c2642bf92a,1,2,jeu ps4 gta trilogy,no brand,jeu ps4 gta trilogy | no brand | 0,35,116,jeu ps4 gta trilogy,,new_variant_created
Two point hospital PS4 neuf,16.44,No brand,0,https://www.vinted.it/items/8274171744-two-point-hospital-ps4-neuf?referrer=catalog,1,8274171744,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/04_025ea_PLLTNh9Q9eHLu4WsvCztnksX/310x430/1772211193.webp?s=e85e3274f79f105c1eb89091ad6c8d147824e6eb,1,2,two point hospital ps4 neuf,no brand,two point hospital ps4 neuf | no brand | 0,-1,-1,,,unassigned_product
Douilles adaptateurs convertisseurs réducteurs sur cliquet,18.55,No brand,0,https://www.vinted.it/items/8274165995-douilles-adaptateurs-convertisseurs-reducteurs-sur-cliquet-clef-a-choc?referrer=catalog,2,8274165995,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/04_018c8_xa3SyTAUscjd7ModMVgrRetU/310x430/1772211152.webp?s=5a66bb8d3cae5ebe91d89ef752a2344bf67e0119,1,2,douilles adaptateurs convertisseurs reducteurs sur cliquet,no brand,douilles adaptateurs convertisseurs reducteurs sur cliquet | no brand | 0,-1,-1,,,unassigned_product
Resident Evil VII,16.45,No brand,0,https://www.vinted.it/items/8274160865-resident-evil-vii?referrer=catalog,0,8274160865,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/05_01f19_5faSzgrs2x7NnGjHFhFZfZCp/310x430/1772211116.webp?s=255de2c44fddde25f047c58a4f5c78807ce42e7d,1,2,resident evil vii,no brand,resident evil vii | no brand | 0,-1,-1,,,unassigned_product
wer Weiss denn sowas,5.95,No brand,0,https://www.vinted.it/items/8274159906-wer-weiss-denn-sowas?referrer=catalog,0,8274159906,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/05_00294_z2ENMu1F44XabC3uo7rH4g1t/310x430/1772211110.webp?s=ca3736e7e5dc7d32df24a807d1b7cde831d9af34,1,2,wer weiss denn sowas,no brand,wer weiss denn sowas | no brand | 0,69,117,wer weiss denn sowas,,new_variant_created
hadaptateur hdmi vers RCA,4.9,No brand,0,https://www.vinted.it/items/8274156616-hadaptateur-hdmi-vers-rca?referrer=catalog,0,8274156616,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/06_010f9_xzHgvTjTHSorCUqYXFisbM1s/310x430/r3/1772211085.webp?s=d54124bcf9f7fbc322937571b843bba19569b506,1,2,hadaptateur hdmi vers rca,no brand,hadaptateur hdmi vers rca | no brand | 0,-1,-1,,,unassigned_product
Jeu video PS4,16.45,No brand,0,https://www.vinted.it/items/8274154331-jeu-video-ps4?referrer=catalog,0,8274154331,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/06_015ee_q6V7bDawaECdXvaWAZmBrfd2/310x430/1772211069.webp?s=37a7d72066c5922f2e5f61967ad6ecc98ecac031,1,2,jeu video ps4,no brand,jeu video ps4 | no brand | 0,46,102,jeu video ps4,0.0,
Plate Up ! Edition Collector pour PS4,19.6,No brand,0,https://www.vinted.it/items/8274151407-plate-up-edition-collector-pour-ps4?referrer=catalog,1,8274151407,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/05_00c3d_Jc5WjDRKuPRygfffko2uF2QW/310x430/1772211047.webp?s=96490c4b754865db59dcb8586934995aeba88d1f,1,2,plate up edition collector pour ps4,no brand,plate up edition collector pour ps4 | no brand | 0,62,115,plate up edition collector pour ps4,,
The Last Of Us,16.45,No brand,0,https://www.vinted.it/items/8274150882-the-last-of-us?referrer=catalog,0,8274150882,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/05_00850_4bcaJVawwwA1HM4tMNaeUxQR/310x430/1772211043.webp?s=67309d144728f7c88d9ef5a525363262da26286a,1,2,the last of us,no brand,the last of us | no brand | 0,-1,-1,,,unassigned_product
Final Fantasy VII 7 Remake gioco originale ps4 compatibile ps5 nuovo mai usato completo di tutto,16.45,No brand,0,https://www.vinted.it/items/8274146463-final-fantasy-vii-7-remake-gioco-originale-ps4-compatibile-ps5-nuovo-mai-usato-completo-di-tutto?referrer=catalog,3,8274146463,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/01_00984_tfVND1wxYRiWFrcFmJCteFfw/310x430/1772211012.webp?s=dcd1fcad1dc55f2ceea437757bed8fb89805ff13,1,2,final fantasy vii 7 remake gioco originale ps4 compatibile ps5 nuovo mai usato completo di tutto,no brand,final fantasy vii 7 remake gioco originale ps4 compatibile ps5 nuovo mai usato completo di tutto | no brand | 0,29,118,final fantasy vii remake gioco originale ps4 compatibile ps5 nuovo mai usato completo di tutto,,new_variant_created
Do not open,84.7,No brand,0,https://www.vinted.it/items/8274143507-do-not-open-dead-space-insomnis-oxide-room-104-ps4-ps5?referrer=catalog,0,8274143507,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/06_00727_2sX2eaA2e6ZkY7Cwz1te7hFy/310x430/1772210991.webp?s=706679452d23ad14dac38993ab1126acc2297933,1,2,do not open,no brand,do not open | no brand | 0,-1,-1,,,unassigned_product
It takes two PS4,32.2,No brand,0,https://www.vinted.it/items/8274143136-it-takes-two-ps4?referrer=catalog,0,8274143136,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/06_01260_UjeATNZZk5JwjJoxtP5PRdNU/310x430/1772210988.webp?s=436f76d5e9412b5000e9c1309de7fce8396ee4f9,1,2,it takes two ps4,no brand,it takes two ps4 | no brand | 0,39,42,,-10.0,
Horizon Zero Dawn,21.7,No brand,0,https://www.vinted.it/items/8274140817-horizon-zero-dawn?referrer=catalog,0,8274140817,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/04_00262_2MQa365MhrE8ur6yzKv5XCGC/310x430/1772210972.webp?s=3bce09ad4c944651503ad1235c6a636215064bbc,1,2,horizon zero dawn,no brand,horizon zero dawn | no brand | 0,37,119,horizon zero dawn,,new_variant_created
God of War Playstation 4,7.0,No brand,0,https://www.vinted.it/items/8274140073-god-of-war-playstation-4?referrer=catalog,2,8274140073,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/06_01368_9CNBaYBgA22D2NfGj6HhybNr/310x430/1772210967.webp?s=1d728c94c4bd377ff6c9e13142e636e7c555ef61,1,2,god of war playstation 4,no brand,god of war playstation 4 | no brand | 0,32,113,god of war playstation,,
Jeu vidéo PS4,16.45,No brand,0,https://www.vinted.it/items/8274139297-jeu-video-ps4?referrer=catalog,0,8274139297,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/05_00a6f_4s3w2jpqoWd7a39hKvfVBnaA/310x430/1772210961.webp?s=f26f406f25e18d90ddf7a9078185c1cf1dbaccde,1,2,jeu video ps4,no brand,jeu video ps4 | no brand | 0,46,102,jeu video ps4,0.0,
Funda para mando PlayStation 4,7.0,PlayStation,0,https://www.vinted.it/items/8274114606-funda-para-mando-playstation-4?referrer=catalog,0,8274114606,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/05_001b2_3w3ZFHNbB9A7RRwfwJq3gz1z/310x430/1772210784.webp?s=f1bbf994869a7f4c6d13b74b2680150da35a2463,1,2,funda para mando playstation 4,playstation,funda para mando playstation 4 | playstation | 0,84,105,funda para mando playstation,,very_low_vs_variant_median
Need for speed payback ps4,8.05,No brand,0,https://www.vinted.it/items/8274112949-need-for-speed-payback-ps4?referrer=catalog,0,8274112949,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/06_00502_rKkmUdSQieqyBsJqvdYExWNC/310x430/1772210772.webp?s=33b6f462b45aa7d7a65a3151b40c9f344b018cec,1,2,need for speed payback ps4,no brand,need for speed payback ps4 | no brand | 0,-1,-1,,,unassigned_product
5 jeux ps4 sous blister,58.45,No brand,0,https://www.vinted.it/items/8274110081-5-jeux-ps4-sous-blister?referrer=catalog,0,8274110081,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/05_00498_kKW4wZPfHwRVXdoGWVT7dswL/310x430/1772210752.webp?s=12fb6b1bf5fb2452b928f788d33b05717dbecf0c,1,2,5 jeux ps4 sous blister,no brand,5 jeux ps4 sous blister | no brand | 0,64,96,jeux ps4 sous blister,-3.372453451156616,
Comando Wireless Controller ps4,26.95,No brand,0,https://www.vinted.it/items/8274108877-comando-wireless-controller-ps4?referrer=catalog,0,8274108877,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/06_00c63_pvEbojoe46DMxGazdby3rhuc/310x430/1772210743.webp?s=567246b052a001fc18261e2525c728608e959db1,1,2,comando wireless controller ps4,no brand,comando wireless controller ps4 | no brand | 0,-1,-1,,,unassigned_product
Jeu PlayStation,16.45,No brand,0,https://www.vinted.it/items/8274108006-jeu-playstation?referrer=catalog,2,8274108006,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/04_00283_hFEkrKqBvSAzLpwLtAXLdJVB/310x430/1772210737.webp?s=0f53a487478a25d595f9104df97d744d5d5a5646,1,2,jeu playstation,no brand,jeu playstation | no brand | 0,31,120,jeu playstation,,new_variant_created
Juego Play4,3.01,No brand,0,https://www.vinted.it/items/8274100710-juego-play4?referrer=catalog,3,8274100710,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/01_016bb_ojW7JEXYv1JhQD6UYpkzvdwk/310x430/1772210684.webp?s=5372e73fdb3fba7b9c9db43c753382d1e1adbbb6,1,2,juego play4,no brand,juego play4 | no brand | 0,47,98,juego play4,,very_low_vs_variant_median
Fifa 20,8.05,No brand,0,https://www.vinted.it/items/8274098359-fifa-20?referrer=catalog,0,8274098359,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/05_026fa_VCwgCNNAvkiKNNGSpM76pBJ6/310x430/1772210667.webp?s=fdfb3d45fe8b5f1e6ada34d674d077ddc5c4873f,1,2,fifa 20,no brand,fifa 20 | no brand | 0,30,94,fifa 20,0.6744906306266785,
Giochi Ps4,11.19,No brand,0,https://www.vinted.it/items/8274093389-giochi-ps4?referrer=catalog,0,8274093389,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/06_0254a_f7Rb1BxqB3Q3KE3zmfnkWQBo/310x430/1772210632.webp?s=3fdc88278aee47407de1a5084e30f09b79a44ae0,1,2,giochi ps4,no brand,giochi ps4 | no brand | 0,64,96,giochi ps4,0.28179678320884705,
Cuffie Da Gaming PS4 - PS5,37.45,Trust,0,https://www.vinted.it/items/8274091693-cuffie-da-gaming-ps4-ps5?referrer=catalog,0,8274091693,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/06_01606_teKKp9mGKLWPSwm7bVMit3DE/310x430/1772210620.webp?s=7aef01c2c996b1900a485dfa974abc25c3420bb5,1,2,cuffie da gaming ps4 ps5,trust,cuffie da gaming ps4 ps5 | trust | 0,-1,-1,,,unassigned_product
Need for speed,9.09,No brand,0,https://www.vinted.it/items/8274083437-need-for-speed?referrer=catalog,1,8274083437,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/04_007c4_wYrF9K9RduNy38yK4X8p1aWk/310x430/1772210561.webp?s=fef471e6408be42302124a0e611e91ea47349937,1,2,need for speed,no brand,need for speed | no brand | 0,57,121,need for speed,,new_variant_created
Neue Kopfhörer von BigBen für PS4,23.8,Bigben,0,https://www.vinted.it/items/8274076707-neue-kopfhorer-von-bigben-fur-ps4?referrer=catalog,1,8274076707,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/05_0149c_z6vZCWLweQwT7SNZ2Gpushsk/310x430/1772210513.webp?s=aaedd17b3f4659fab6c482b576b94da2ebf84fef,1,2,neue kopfhorer von bigben fur ps4,bigben,neue kopfhorer von bigben fur ps4 | bigben | 0,-1,-1,,,unassigned_product
Spider man ps 4,10.15,No brand,0,https://www.vinted.it/items/8274073849-spider-man-ps-4?referrer=catalog,12,8274073849,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/06_01b58_Koih4sxbZpUq2LUFuNGHBqXi/310x430/1772210493.webp?s=ef37c1fe90fc41b38111af26b71e2eef34210dc6,1,2,spider man ps 4,no brand,spider man ps 4 | no brand | 0,71,122,spider man ps,,new_variant_created
Fifa 23,10.14,No brand,0,https://www.vinted.it/items/8274061460-fifa-23?referrer=catalog,0,8274061460,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/05_00d3b_vk8N49Y8umhSH9itqmfEy8oR/310x430/1772210404.webp?s=7fd5bda6e4b01db1a67a86675e45d38db74cf637,1,2,fifa 23,no brand,fifa 23 | no brand | 0,30,94,fifa 23,0.2269713133573532,
Nickelodeon All-Star Brawl 2 💥 Playstation 4 💥 New/Neuf/Nuevo,21.69,No brand,0,https://www.vinted.it/items/8274058238-nickelodeon-all-star-brawl-2-playstation-4-newneufnuevo?referrer=catalog,9,8274058238,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/05_002ad_Strm4AhVk81tkJiUKr8AAzkr/310x430/1772210381.webp?s=847af96c557dbeaedb6359126383eb80456fd889,1,2,nickelodeon all star brawl 2 playstation 4 new neuf nuevo,no brand,nickelodeon all star brawl 2 playstation 4 new neuf nuevo | no brand | 0,-1,-1,,,unassigned_product
Watch dogs,7.53,No brand,0,https://www.vinted.it/items/8271488830-watch-dogs?referrer=catalog,3,8271488830,Sold,27/02/2026 23:41:15,,https://images1.vinted.net/t/05_00ded_YS3ownz3MsM5iQdfeq28fqNu/310x430/1772191838.webp?s=5842f734b3711568ce5a0b16bd46fff2f6522558,1,10,watch dogs,no brand,watch dogs | no brand | 0,-1,-1,,,unassigned_product
Mafia + God of war Ragnarok,63.69,No brand,0,https://www.vinted.it/items/8271446406-mafia-god-of-war-ragnarok?referrer=catalog,12,8271446406,Sold,27/02/2026 23:41:15,,https://images1.vinted.net/t/05_01634_42DiMPLnYmbkjL4yZyM3Co8V/310x430/1772191508.webp?s=ce35d87420ccd53777d7b2f282a8ee3870450c78,1,10,mafia god of war ragnarok,no brand,mafia god of war ragnarok | no brand | 0,-1,-1,,,unassigned_product
Little Town Hero 💥 Playstation 4 💥 New/Neuf/Nuevo,42.69,No brand,0,https://www.vinted.it/items/8271436242-little-town-hero-playstation-4-newneufnuevo?referrer=catalog,7,8271436242,Sold,27/02/2026 23:41:15,,https://images1.vinted.net/t/05_0080b_QGxditNHFbsyax3SFJXFDfSZ/310x430/1772191429.webp?s=3fe60422e471a208e48f8b8dc11b4ec5dcb522ff,1,10,little town hero playstation 4 new neuf nuevo,no brand,little town hero playstation 4 new neuf nuevo | no brand | 0,-1,-1,,,unassigned_product
God of war ragnarok ps4,26.95,No brand,0,https://www.vinted.it/items/8271435916-god-of-war-ragnarok-ps4?referrer=catalog,0,8271435916,Sold,27/02/2026 23:41:15,,https://images1.vinted.net/t/01_009cc_tfXdzcMvUnv6jBnJZn5KRygD/310x430/1772191426.webp?s=40113c936ff1ece3f3dcdc67aa8fa06391942cd4,1,10,god of war ragnarok ps4,no brand,god of war ragnarok ps4 | no brand | 0,32,113,god of war ragnarok ps4,-1.46139657497406,
Thrustmaster hotas 4 pour ps5,210.7,Thrustmaster,0,https://www.vinted.it/items/8271019625-thrustmaster-hotas-4-pour-ps5?referrer=catalog,1,8271019625,Sold,27/02/2026 23:41:15,,https://images1.vinted.net/t/06_000e0_c4HDJ7ANC6aJ1bRM9mc6Hq7t/310x430/1772188302.webp?s=dc0e4b98125121b824d08836786fe4b64a0c3da7,1,10,thrustmaster hotas 4 pour ps5,thrustmaster,thrustmaster hotas 4 pour ps5 | thrustmaster | 0,-1,-1,,,unassigned_product
videogioco House Of Ashes ps4,16.45,No brand,0,https://www.vinted.it/items/8271424528-videogioco-house-of-ashes-ps4?referrer=catalog,3,8271424528,Sold,27/02/2026 23:41:15,,https://images1.vinted.net/t/04_02465_ihVGoLCGc37J66yR6NkhsbY7/310x430/1772191337.webp?s=6e0717bddc658875b633ea200894c3cf295deb4a,1,10,videogioco house of ashes ps4,no brand,videogioco house of ashes ps4 | no brand | 0,-1,-1,,,unassigned_product
God of war videojuego play 4,16.45,No brand,0,https://www.vinted.it/items/8271407955-god-of-war-videojuego-play-4?referrer=catalog,0,8271407955,Sold,27/02/2026 23:41:15,,https://images1.vinted.net/t/06_01f47_gNPChqyKqzaE4v5LYqTCEpzk/310x430/1772191209.webp?s=17513a05f16ba508cfe0be69841df31279c70748,1,10,god of war videojuego play 4,no brand,god of war videojuego play 4 | no brand | 0,32,113,god of war videojuego play,-0.22483032941818237,
Gang beasts,26.95,No brand,0,https://www.vinted.it/items/8271403826-gang-beasts?referrer=catalog,0,8271403826,Sold,27/02/2026 23:41:15,,https://images1.vinted.net/t/06_014a7_jgX6jKMVuc3z3Uw87sCJ1FzZ/310x430/1772191179.webp?s=a33f8ee6e56ea764b611461e2006edc3b2084e8e,1,10,gang beasts,no brand,gang beasts | no brand | 0,-1,-1,,,unassigned_product
Playstation 4 Controller,19.6,qware,0,https://www.vinted.it/items/8271398222-playstation-4-controller?referrer=catalog,2,8271398222,Sold,27/02/2026 23:41:15,,https://images1.vinted.net/t/06_0122d_wqM6cZ8GevVyi41EArDCeyFA/310x430/1772191135.webp?s=605638181ba237199d776606ef92c77f3cf98a39,1,10,playstation 4 controller,qware,playstation 4 controller | qware | 0,84,105,playstation controller,0.0,
The Witcher,8.05,No brand,0,https://www.vinted.it/items/8271397382-the-witcher?referrer=catalog,0,8271397382,Sold,27/02/2026 23:41:15,,https://images1.vinted.net/t/06_01211_eYDmwYuXj5J3nFEibh7UkwWp/310x430/1772191129.webp?s=9e80e8a304e3d4154c3115f18e2d0576cca7daf1,1,10,the witcher,no brand,the witcher | no brand | 0,-1,-1,,,unassigned_product
Juego playstation 4,21.7,No brand,0,https://www.vinted.it/items/8271394239-juego-playstation-4?referrer=catalog,0,8271394239,Sold,27/02/2026 23:41:15,,https://images1.vinted.net/t/05_002dc_FT2GeGuF3oKjE1Zuz9r1fJGb/310x430/1772191106.webp?s=11445d583c7db73ab66fca9bc44538690f510a92,1,10,juego playstation 4,no brand,juego playstation 4 | no brand | 0,47,98,juego playstation,-0.674490749835968,
Controller,16.45,Amazon,0,https://www.vinted.it/items/8271390939-controller?referrer=catalog,0,8271390939,Sold,27/02/2026 23:41:15,,https://images1.vinted.net/t/05_00522_wgWDrr14kuDzA3TF4zq2oKdE/310x430/1772191080.webp?s=7bbabb5efb52bb1d5870f7880d3b38e4e50ef9b9,1,10,controller,amazon,controller | amazon | 0,-1,-1,,,unassigned_product
Tom Clancy's  The Division,8.05,No brand,0,https://www.vinted.it/items/8271385295-tom-clancys-the-division?referrer=catalog,0,8271385295,Sold,27/02/2026 23:41:15,,https://images1.vinted.net/t/04_02576_MDtnypc28wPgYZ8WDBr1WPq8/310x430/1772191038.webp?s=1326c992dffc5705d0b4c1f51274a007cb5082fd,1,10,tom clancy s the division,no brand,tom clancy s the division | no brand | 0,-1,-1,,,unassigned_product
